number of properties,property name,originator,street address,property city,property state,zip code,county,property type,property subtype,year built,year renovated,total units,cut-off date balanceunit,unit of measure,occupancy %,occupancy as of date,"loan purpose (acquisition, refinance)",payment date,late charge grace period,note date,first payment date,maturity date,original loan amount,cut-off date loan amount,maturity balance,gross interest rate,net mortgage interest rate,accrual basis,loan amortization type,monthly debt service amount (amortizing),amortization term (original),amortization term (remaining),loan term (original),loan term (remaining),io period,seasoning,prepayment provision,appraisal valuation date,appraised value,cut-off date ltv,maturity ltv,uw ncf dscr,uw ncf dscr (io),uw egi,uw expenses,uw noi,uw ncf,most recent financial end date,most recent egi,most recent expenses,most recent noi,most recent ncf,2nd most recent financial end date,2nd most recent egi,2nd most recent expenses,2nd most recent noi,2nd most recent ncf,3rd most recent financial end date,3rd most recent egi,3rd most recent expenses,3rd most recent noi,3rd most recent ncf,lien position,title vesting (feeleaseholdboth),tax escrow (monthly),insurance escrow (monthly),replacement reserve (monthly),monthly rent per unit,secondary financing in place (existing) (yesno),future supplemental financing description,loan no property no,related borrower loans,% of cut-off date pool balance,springing reserve type,springing reserve amount,deal_name,interest adjustment period (months),first interest adjustment date in trust,rate index,margin,rate rounding methodology,interest accrual period day of month (startend),monthly debt service amount (io),monthly debt service amount (at cap),seismic insurance if pml >= 20% (yesno),additional financing in place (existing) (yesno),future supplemental financing (yesno),low income units,very low income units,loan group,entity type,borrower type,balance after fixed rate period,maximum interest adjustment (lifetime),zoning status,title vesting (feeleasehold),administration fee rate,latitude,longitude
1,La Mariposa I And II,,Various,Houston,TX,77087,Harris,Multifamily,Garden,2014,,117,115324.79,Units,0.966,2022-11-30 00:00:00,Acquisition,1,10,2022-12-30,2023-02-01,2033-01-01,13493000,13493000,12782598.2,0.071,0.06895349999999999,Actual/360,Partial IO,90677.27,360,360,120,118,60,2,L(11) 1%(105) O(4),2022-11-16,21700000,0.622,0.589,1.14,1.28,1894143.19,624193.32,1269949.87,1240699.87,2022-10-31,1858488.9,896903.06,961585.84,961585.84,2021-12-31,1777267.74,797931.54,979336.2,979336.2,2020-12-31,1762805.91,749066.88,1013739.03,1013739.03,First Mortgage,Fee Simple and Leasehold,,,2438,1231.0,,"(i) Max combined LTV of 80.0% (ii) Min combined DSCR of 1.10x (iii) EGI of $1,950,968 and NOI of $1,304,820",,,0.01784937104547072,,,FREMF_2023-KF152,1,2023-04-01,30-Day Avg SOFR In Advance,0.026,Truncated to 5th decimal,First/Last (Arrears),80942.38,99006.85,No,No,Yes,,,,,,,,,,0.0020465,,
1,Salado Creek Villas,,2383 Northeast Loop 410,San Antonio,TX,78217,Bexar,Multifamily,Garden,1993,2022.0,166,48192.77,Units,0.922,2022-12-13 00:00:00,Refinance,1,10,2022-12-28,2023-02-01,2033-01-01,8000000,8000000,8000000.0,0.0708,0.0685535,Actual/360,Interest Only,47855.56,0,0,120,118,120,2,L(11) 1%(105) O(4),2022-11-09,16000000,0.5,0.5,1.44,1.44,1948542.98,1086793.22,861749.76,828549.76,2022-10-31,1118202.38,714364.45,403837.93,403837.93,,,,,,,,,,,First Mortgage,Fee Simple,,,2767,1008.0,,"(i) Max combined LTV of 65.0% (ii) Min combined DSCR of 1.10x (iii) EGI of $2,006,999 and NOI of $853,406",,,0.010582892489718058,,,FREMF_2023-KF152,1,2023-04-01,30-Day Avg SOFR In Advance,0.0258,Truncated to 5th decimal,First/Last (Arrears),47855.56,67592.59,No,No,Yes,,,,,,,,,,0.0022465000000000002,29.51632,-98.41829
1,Rolling Hills Townhomes,,1625 North Adams Street,Fredericksburg,TX,78624,Gillespie,Multifamily,Garden,2018,,48,134666.67,Units,0.979,2022-12-31 00:00:00,Refinance,1,10,2022-12-20,2023-02-01,2033-01-01,6464000,6464000,6110389.09,0.0691,0.0668535,Actual/360,Partial IO,42615.16,360,360,120,118,60,2,L(11) 1%(105) O(4),2022-11-18,10650000,0.607,0.574,1.1,1.24,1023071.36,450036.74,573034.62,563434.62,2022-12-31,1030438.0,446345.0,584093.0,501361.0,2021-12-31,899588.26,378732.33,520855.93,490701.71,2020-12-31,870718.66,384113.72,486604.94,485898.17,First Mortgage,Fee Simple,,,800,1743.0,,(i) Max combined LTV of 65.0% (ii) Min combined DSCR of 1.10x,,,0.008550977131692191,,,FREMF_2023-KF152,1,2023-04-01,30-Day Avg SOFR In Advance,0.0241,Truncated to 5th decimal,First/Last (Arrears),37738.84,46308.89,No,No,Yes,,,,,,,,,,0.0022465000000000002,30.28766,-98.85836
1,Bradshaw Vista Apartments,,560 West Penn Lane,Wickenburg,AZ,85390,Maricopa,Multifamily,Garden,2004,,48,75895.83,Units,0.979,2022-11-30 00:00:00,Refinance,1,10,2022-12-28,2023-02-01,2033-01-01,3643000,3643000,3436449.78,0.0673,0.0643535,Actual/360,Partial IO,23580.02,360,360,120,118,60,2,L(11) 1%(105) O(4),2022-10-20,12900000,0.282,0.266,1.09,1.24,557140.92,237889.03,319251.89,307251.89,2022-11-30,488129.61,260817.88,227311.73,158941.18,2021-12-31,414080.29,220272.63,193807.66,193807.66,,,,,,First Mortgage,Fee Simple,,,1000,1016.0,,"(i) Max combined LTV of 60.0% (ii) Min combined DSCR of 1.10x (iii) EGI of $573,855 and NOI of $316,470",,,0.004819184667505361,,,FREMF_2023-KF152,1,2023-04-01,30-Day Avg SOFR In Advance,0.0223,Truncated to 5th decimal,First/Last (Arrears),20714.92,25472.38,No,No,Yes,,,,,,,,,,0.0029464999999999995,33.98147,-112.74064
1,Park La Brea Apartments,,6200 West 3rd Street,Los Angeles,CA,90036,Los Angeles,Multifamily,High Rise,1941,2020,4249,222875.97,Units,0.9592845375382443,2023-03-21 00:00:00,Refinance,1,10,2023-05-31 00:00:00,2023-07-01 00:00:00,2033-06-01 00:00:00,947000000,947000000,947000000,0.0528,0.0523585,Actual/360,Interest Only,4224672.22,0,0,120,119,120,1,L(25) D(91) O(4),2023-03-16 00:00:00,1843000000,0.514,0.514,1.57,1.57,127495313.5,47075164.22,80420149.28,79370646.28,2023-03-31 00:00:00,128307583.29,42940994.19,85366589.10000001,85366589.1,2022-12-31 00:00:00,127966858.7,41053974.78,86912883.92,86912883.92,2021-12-31 00:00:00,120187414.31,37914625.08,82272789.23,82272789.23,First Mortgage,Fee Simple,,,Springing,2534.84,,(i) Max combined LTV of 55.0% (ii) Min combined DSCR of 1.25x,,,1,Tax Reserve; Insurance Reserve; Replacement Reserve,"Replacement Reserve (87,459)",FREMF_2023-KPLB2,,,,,,,4224672.22,,No,No,Yes,,,,,,,,,,0.0004415,34.07092,-118.35774
1,The Montgomery,,1280 Montgomery Boulevard,Allen,TX,75013,Collin,Multifamily,Mid Rise,2022,,370,183270.27,Units,0.941,2023-09-06,Acquisition,1,10,2023-09-20,2023-11-01,2030-10-01,67810000,67810000.0,67810000.0,0.0546,0.053366500000000004,Actual/360,Interest Only,312820.72,0,0,84,82,84,2,L(26) D(54) O(4),2023-07-10,120100000,0.565,0.565,1.54,1.54,7730098.48,1877565.49,5852532.99,5778532.99,2023-07-31,5746483.49,2583032.81,3163450.68,3163450.68,,,,,,,,,,,First Mortgage,Fee Simple and Leasehold,,,6166.67,1814.0,,"(i) Max combined LTV of 70.0% (ii) Min combined DSCR of 1.25x (iii) EGI of $7,962,001 and NOI of $5,951,889",,,0.090761,,,FREMF_2023-K754,,,,,,,312820.72,,No,No,Yes,,,,,,,,,,0.0012335,33.10063,-96.70036
1,Liv Avenida,,3250 South Arizona Avenue,Chandler,AZ,85248,Maricopa,Multifamily,Garden,2014,,322,165496.89,Units,0.938,2023-09-19,Refinance,1,10,2023-10-18,2023-12-01,2030-11-01,53290000,53290000.0,53290000.0,0.0595,0.0582665,Actual/360,Interest Only,267899.44,0,0,84,83,84,1,L(25) D(55) O(4),2023-08-24,97300000,0.548,0.548,1.47,1.47,7547013.76,2715446.25,4831567.51,4723322.68,2023-08-31,7474118.45,2618590.68,4855527.77,4811682.94,2022-12-31,7088507.68,2503944.87,4584562.81,4584562.81,2021-12-31,6302820.57,2307642.14,3995178.43,3995178.43,First Mortgage,Fee Simple,,,5366.67,1899.72,,(i) Max combined LTV of 60.0% (ii) Min combined DSCR of 1.25x,,,0.071327,,,FREMF_2023-K754,,,,,,,267899.44,,No,No,Yes,,,,,,,,,,0.0012335,33.25855,-111.8415
1,Berkshire Winter Park,,1874 Harmon Avenue,Winter Park,FL,32789,Orange,Multifamily,Garden,2019,,310,154532.26,Units,0.952,2023-08-16,Refinance,1,10,2023-09-28,2023-11-01,2030-10-01,47905000,47905000.0,47905000.0,0.0539,0.0525665,Actual/360,Interest Only,218161.81,0,0,84,82,84,2,L(26) D(54) O(4),2023-08-18,87100000,0.55,0.55,1.54,1.54,7589279.97,3511711.0,4077568.97,4031068.97,2023-07-31,7332331.0,3492433.0,3839898.0,3839898.0,2022-12-31,6891119.0,3252918.0,3638201.0,3638201.0,2021-12-31,5779414.6,2767546.51,3011868.09,3011868.09,First Mortgage,Fee Simple,,,3875,1977.0,,(i) Max combined LTV of 55.0% (ii) Min combined DSCR of 1.25x,,Group 2,0.064119,Insurance Reserve,,FREMF_2023-K754,,,,,,,218161.81,,No,No,Yes,,,,,,,,,,0.0013335,28.58578,-81.37449
1,Aurora Watson Branch,,311 Watson Branch Lane,Mansfield,TX,76063,Tarrant,Multifamily,Garden,2022,,350,128993.81,Units,0.946,2023-08-21,Acquisition,1,10,2023-09-19,2023-11-01,2030-10-01,45237000,45147834.53,40608254.8,0.0566,0.055266499999999996,Actual/360,Balloon,261410.19,360,358,84,82,0,2,L(26) D(51) O(7),2023-07-21,83500000,0.541,0.486,1.25,,7522849.98,3547853.53,3974996.45,3922496.45,2023-07-31,4457733.46,3074211.14,1383522.32,1383522.32,,,,,,,,,,,First Mortgage,Fee Simple,,,4375,1759.0,,(i) Max combined LTV of 55.0% (ii) Min combined DSCR of 1.25x,,,0.060429,,,FREMF_2023-K754,,,,,,,,,No,No,Yes,,,,,,,,,,0.0013335,32.56161,-97.20501
1,The James Apartments,,98 North 1st Street,San Jose,CA,95113,Santa Clara,Multifamily,Mid Rise,2020,,190,233157.89,Units,0.926,2023-08-31,Acquisition,1,10,2023-09-19,2023-11-01,2030-10-01,44300000,44300000.0,44300000.0,0.06,0.058666499999999996,Actual/360,Interest Only,224576.39,0,0,84,82,84,2,L(26) D(54) O(4),2023-07-13,76850000,0.576,0.576,1.48,1.48,6511071.31,2497328.25,4013743.06,3985243.06,2023-07-31,6458220.0,3041121.0,3417099.0,3417099.0,2022-12-31,6240303.0,3048632.0,3191671.0,3191671.0,2021-12-31,5399727.0,3089123.0,2310604.0,2310604.0,First Mortgage,Fee Simple,,,2375,2928.0,,(i) Max combined LTV of 60.0% (ii) Min combined DSCR of 1.25x,,,0.059294,,,FREMF_2023-K754,,,,,,,224576.39,,No,No,Yes,,,,,,,,,,0.0013335,37.33771,-121.89158
1,Sweetwater Vista,,1905 Riverside Parkway,Douglasville,GA,30135,Douglas,Multifamily,Garden,2022,,300,122143.33,Units,0.893,2023-09-25,Acquisition,1,10,2023-10-05,2023-12-01,2030-11-01,36643000,36643000.0,34842589.82,0.0609,0.0595665,Actual/360,Partial IO,221818.04,360,360,84,83,36,1,L(25) D(55) O(4),2023-08-18,63100000,0.581,0.552,1.25,1.47,5736985.26,2349656.12,3387329.14,3327329.14,2023-08-31,5906972.0,2134287.96,3772684.0,3772684.0,2022-12-31,4248888.48,1825346.3,2423542.18,2423542.18,,,,,,First Mortgage,Fee Simple,,,5000,1724.22,,(i) Max combined LTV of 60.0% (ii) Min combined DSCR of 1.25x,,,0.049045,Radon Remediation Reserve,,FREMF_2023-K754,,,,,,,188546.05,,No,No,Yes,,,,,,,,,,0.0013335,33.70169,-84.79179
1,Wooddale Village Retirement Community,,18616 North 99th Avenue,Sun City,AZ,85373,Maricopa,Multifamily,Independent Living,1984,,172,86065.81,Units,0.936,2023-08-03,Refinance,1,10,2023-10-20,2023-12-01,2030-11-01,14816000,14803318.46,13584143.9,0.0678,0.0658665,Actual/360,Balloon,96391.94,360,359,84,83,0,1,L(25) D(55) O(4),2023-08-03,29800000,0.497,0.456,1.7,,5839214.82,3825269.9,2013944.9200000004,1967160.9200000004,2023-07-31,5580039.92,3538200.9299999997,2041838.9900000002,2041838.9900000002,2022-12-31,5136138.26,3461771.6800000006,1674366.5799999991,1674366.5799999991,2021-12-31,4805587.42,3264095.5599999996,1541491.8600000003,1541491.8600000003,First Mortgage,Fee Simple,,,3898.67,2983.0,,(i) Max combined LTV of 60.0% (ii) Min combined DSCR of 1.30x,,,0.019814,,,FREMF_2023-K754,,,,,,,,,No,No,Yes,,,,,,,,,,0.0019335,33.65274,-112.27894
1,Outlook At Mission Valley,,8310 Phyllis Place,San Diego,CA,92123,San Diego,Multifamily,Age Restricted,1978,2011.0,56,62357.14,Units,0.929,2023-08-22,Acquisition,1,10,2023-09-27,2023-11-01,2030-10-01,3492000,3492000.0,3332305.84,0.0644,0.0622665,Actual/360,Partial IO,21934.21,360,360,84,82,36,2,L(26) D(54) O(4),2023-04-10,15000000,0.233,0.222,1.2,1.39,710401.01,380382.39,330018.62,316018.62,2023-04-30,645163.95,563887.67,81276.28,81276.28,2022-12-31,635003.0,574606.0,60397.0,60397.0,2021-12-31,581787.0,495461.0,86326.0,86326.0,First Mortgage,Fee Simple,,,1166.67,1211.0,,"(i) Max combined LTV of 60.0% (ii) Min combined DSCR of 1.25x (iii) EGI of $731,713 and NOI of $325,500",,,0.004674,,,FREMF_2023-K754,,,,,,,19000.68,,No,Yes,Yes,,,,,,,,,,0.0021335,32.78453,-117.14988
1,Presidium Town Center,,7738 A C Skinner Parkway,Jacksonville,FL,32256,Duval,Multifamily,Garden,2021,,370,171283.78,Units,0.908,2023-08-31 00:00:00,Acquisition,1,10,2023-07-13 00:00:00,2023-09-01 00:00:00,2033-08-01 00:00:00,63375000,63375000,63375000,0.0514,0.0501851,Actual/360,Interest Only,275226.48,0,0,120,118,120,2,L(26) D(90) O(4),2023-04-26 00:00:00,101000000,0.627,0.627,1.57,1.57,8402343.08,3139162.53,5263180.55,5187700.55,2023-03-31 00:00:00,7911221.27,3609169.11,4302052.16,4302052.16,2022-12-31 00:00:00,7806783.52,3468000.77,4338782.75,4338782.75,2021-12-31 00:00:00,3868211.34,1506152.27,2362059.07,2362059.07,First Mortgage,Fee Simple,,,6290,1848.06,,(i) Max combined LTV of 65.0% (ii) Min combined DSCR of 1.25x,,,0.04996182656018622,Insurance Reserve,,FREMF_2023-K160,,,,,,,275226.48,,No,No,Yes,,,,,,,,,,0.0012149,30.22088,-81.55325
1,400 North Apartments,,400 North Orlando Avenue,Maitland,FL,32751,Orange,Multifamily,Mid Rise,2019,,300,175776.67,Units,0.9533333333333334,2023-08-25 00:00:00,Refinance,1,10,2023-07-07 00:00:00,2023-09-01 00:00:00,2033-08-01 00:00:00,52733000,52733000,52733000,0.0516,0.0503851,Actual/360,Interest Only,229901.23,0,0,120,118,120,2,L(26) D(90) O(4),2023-04-25 00:00:00,100600000,0.524,0.524,1.57,1.57,7780924.28,3372761.65,4408162.63,4323947.63,2023-06-30 00:00:00,7615276.47,3093139.03,4522137.44,4347011.25,2022-12-31 00:00:00,7287310.15,2924040.47,4363269.68,4363269.68,2021-12-31 00:00:00,6218849.48,2701435.07,3517414.41,3517414.41,First Mortgage,Fee Simple,,,3750,1995.71,,(i) Max combined LTV of 55.0% (ii) Min combined DSCR of 1.25x,,,0.041572181459539254,Radon Remediation Reserve,,FREMF_2023-K160,,,,,,,229901.23,,No,No,Yes,,,,,,,,,,0.0012149,28.62471,-81.36331
1,The Plaza At Lantern Crest,,300 Lantern Crest Way,Santee,CA,92071,San Diego,Multifamily,Independent Living,2021,,113,339380.53,Units,0.9203539823008849,2023-03-31 00:00:00,Refinance,1,10,2023-02-01 00:00:00,2023-03-01 00:00:00,2033-02-01 00:00:00,38350000,38350000,35712160.58,0.0566,0.0552851,Actual/360,Partial IO,221612.41,360,360,120,112,60,8,L(32) D(84) O(4),2022-12-21 00:00:00,59500000,0.645,0.6,1.3,1.57,6465329.22,2979461.42,3485867.8,3457617.8,2023-03-31 00:00:00,5974059.13,2774537.29,3199521.84,3199521.84,2022-12-31 00:00:00,5064352,2469895,2594457,2594457,2021-12-31 00:00:00,1459048,1349749,109299,109299,First Mortgage,Fee Simple,,,2355,5036.8,,(i) Max combined LTV of 65.0% (ii) Min combined DSCR of 1.30x,,,0.030233310431292175,,,FREMF_2023-K160,,,,,,,183396.45,,No,No,Yes,,,,,,,,,,0.0013149000000000001,32.84141,-116.95567
1,Shell Harbor Retirement Community,,2855 Murrell Road,Rockledge,FL,32955,Brevard,Multifamily,Independent Living,2021,,128,289062.5,Units,0.9140625,2023-07-01 00:00:00,Refinance,1,10,2022-12-13 00:00:00,2023-02-01 00:00:00,2033-01-01 00:00:00,37000000,37000000,34446684.14,0.0564,0.0551851,Actual/360,Partial IO,213343.41,360,360,120,111,60,9,YM1%(113) 1%(3) O(4),2022-10-13 00:00:00,60100000,0.616,0.573,1.25,1.51,6708513.33,3476923.04,3231590.29,3199590.29,2023-06-30 00:00:00,6675660,3814106.3,2861553.7,2861553.7,2022-12-31 00:00:00,5748993,3540854,2208139,2208139,,,,,,First Mortgage,Fee Simple,,,2666.67,4648.0234375,,"(i) Max combined LTV of 70.0% (ii) Min combined DSCR of 1.30x (iii) EGI of $6,890,266 and NOI of $3,301,771",,,0.02916903483592726,Insurance Reserve,,FREMF_2023-K160,,,,,,,176315.28,,No,No,Yes,,,,,,,,,,0.0012149,28.29761,-80.72542
1,Stoneridge Apartments,,16701 North Heatherwilde Boulevard,Pflugerville,TX,78660,Travis,Multifamily,Garden,2003,2023,256,139578.13,Units,0.90625,2023-08-31 00:00:00,Refinance,1,10,2023-06-30 00:00:00,2023-08-01 00:00:00,2033-07-01 00:00:00,35732000,35732000,33799418.93,0.0514,0.0500851,Actual/360,Partial IO,183537.94,420,420,120,117,60,3,L(27) D(89) O(4),2023-04-06 00:00:00,51800000,0.69,0.652,1.2,1.42,4439912.28,1738654.53,2701257.75,2637257.75,2023-06-30 00:00:00,3612276.03,1948416.89,1663859.14,1663859.14,2022-12-31 00:00:00,3348586.97,1678912.51,1669674.46,1669674.46,2021-12-31 00:00:00,3070949.33,1783314.99,1287634.34,1287634.34,First Mortgage,Fee Simple,,,5333.33,1540.46,,(i) Max combined LTV of 70.0% (ii) Min combined DSCR of 1.15x,,,0.028169404128577106,,,FREMF_2023-K160,,,,,,,155177.79,,No,No,Yes,,,,,,,,,,0.0013149000000000001,30.45623,-97.63536
1,Dominion Post Oak,,2323 McCue Road,Houston,TX,77056,Harris,Multifamily,High Rise,2004,,230,140217.39,Units,0.922,2023-07-01 00:00:00,Acquisition,1,10,2023-08-10 00:00:00,2023-10-01 00:00:00,2033-09-01 00:00:00,32250000,32250000,31356702.75,0.0556,0.054285099999999996,Actual/360,Partial IO,174457.52,420,420,120,119,84,1,L(25) D(91) O(4),2023-06-21 00:00:00,58100000,0.555,0.54,1.25,1.44,5955846.52,3279089.43,2676757.09,2623397.09,2023-06-30 00:00:00,5835353.91,3557212.91,2278141,2278141,2022-12-31 00:00:00,5655971.2,3545108.01,2110863.19,2110863.19,2021-12-31 00:00:00,5307454.14,3432012.42,1875441.72,1875441.72,First Mortgage,Fee Simple,,,4446.67,2300,,(i) Max combined LTV of 60.0% (ii) Min combined DSCR of 1.25x,,Group 1,0.02542436144482849,Insurance Reserve,,FREMF_2023-K160,,,,,,,151500.35,,No,No,Yes,,,,,,,,,,0.0013149000000000001,29.74369,-95.46415
1,Sanctuary On 22nd,,8530 North 22nd Avenue,Phoenix,AZ,85021,Maricopa,Multifamily,Garden,1985,2023,266,119545.11,Units,0.88,2023-06-30 00:00:00,Refinance,1,10,2023-06-21 00:00:00,2023-08-01 00:00:00,2033-07-01 00:00:00,31799000,31799000,29542868.53,0.055,0.0536851,Actual/360,Partial IO,180551.22,360,360,120,117,60,3,L(27) D(89) O(4),2023-05-12 00:00:00,55500000,0.573,0.532,1.25,1.53,4054913.9,1293419.36,2761494.54,2708294.54,2023-06-30 00:00:00,4050136.98,962119.79,3088017.19,3088017.19,2022-12-31 00:00:00,3864530.47,1097665.7,2766864.77,2766864.77,2021-12-31 00:00:00,3537379.25,1118226.43,2419152.82,2419152.82,First Mortgage,Fee Simple,,,4433.33,1279.59,,(i) Max combined LTV of 60.0% (ii) Min combined DSCR of 1.25x,,,0.025068814560747325,,,FREMF_2023-K160,,,,,,,147769.66,,No,No,Yes,,,,,,,,,,0.0013149000000000001,33.56098,-112.10585
1,The Grove,,13944 Sandy Hill Loop,Tampa,FL,33613,Hillsborough,Multifamily,Garden,1983,2022,200,127225,Units,0.96,2023-07-24 00:00:00,Refinance,1,10,2023-07-26 00:00:00,2023-09-01 00:00:00,2033-08-01 00:00:00,25445000,25445000,23741129.3,0.0581,0.0567851,Actual/360,Partial IO,149461.39,360,360,120,118,60,2,L(26) D(90) O(4),2023-05-25 00:00:00,41900000,0.607,0.567,1.25,1.5,3560876.99,1273302.51,2287574.48,2241974.48,2023-06-30 00:00:00,3377204.77,1169700.26,2207504.51,2207504.51,2022-12-31 00:00:00,3113543.06,1230499.48,1883043.58,1819064.07,2021-12-31 00:00:00,2669862.22,1005499.62,1664362.6,1597498.97,First Mortgage,Fee Simple,,,3800,1405,,(i) Max combined LTV of 65.0% (ii) Min combined DSCR of 1.25x,,Group 4,0.020059624091896464,,,FREMF_2023-K160,,,,,,,124907.27,,No,No,Yes,,,,,,,,,,0.0013149000000000001,28.07422,-82.45784
1,River Pointe,,8024 Hidden River Drive,Tampa,FL,33617,Hillsborough,Multifamily,Garden,1973,2022,212,113754.72,Units,0.953,2023-07-03 00:00:00,Refinance,1,10,2023-07-11 00:00:00,2023-09-01 00:00:00,2033-08-01 00:00:00,24116000,24116000,22570890.58,0.0604,0.0590851,Actual/360,Partial IO,145208.37,360,360,120,118,60,2,L(26) D(90) O(4),2023-05-25 00:00:00,42400000,0.569,0.532,1.25,1.47,3774619.05,1564604.65,2210014.4,2178214.4,2023-06-30 00:00:00,3538908,1457489.9,2081418.1,2081418.1,2022-12-31 00:00:00,3323516,1414619.78,1908896.22,1908896.22,,,,,,First Mortgage,Fee Simple,,,2650,1348.95,,"(i) Max combined LTV of 65.0% (ii) Min combined DSCR of 1.25x (iii) EGI of $3,870,622 and NOI of $2,247,282",,Group 4,0.019011903894681673,,,FREMF_2023-K160,,,,,,,123069.75,,No,No,Yes,,,,,,,,,,0.0013149000000000001,28.02057,-82.40228
1,Lake Colony Apartments,,3200 Lake Colony Drive Northwest,Peachtree Corners,GA,30071,Gwinnett,Multifamily,Garden,1971,2023,172,138372.09,Units,0.977,2023-07-19 00:00:00,Refinance,1,10,2023-08-09 00:00:00,2023-10-01 00:00:00,2033-09-01 00:00:00,23800000,23800000,22232526.63,0.059,0.0574851,Actual/360,Partial IO,141166.49,360,360,120,119,60,1,L(25) D(91) O(4),2023-06-15 00:00:00,34000000,0.7,0.654,1.27,1.51,3167110.03,971863.3,2195246.73,2155686.73,2023-06-30 00:00:00,3000302,954310,2045992,2045992,2022-12-31 00:00:00,2604135.38,950405.44,1653729.94,1653729.94,2021-12-31 00:00:00,2051510.19,926526.59,1124983.6,936572.09,First Mortgage,Fee Simple,,,3296.67,1481,,(i) Max combined LTV of 70.0% (ii) Min combined DSCR of 1.25x,,,0.018762784570136994,,,FREMF_2023-K160,,,,,,,118641.9,,No,No,Yes,,,,,,,,,,0.0015149000000000002,33.93134,-84.26035
1,Oak Plaza,,1415 Northwest 15th Avenue,Miami,FL,33125,Miami-Dade,Multifamily,High Rise,2012,,156,143237.18,Units,1,2023-08-31 00:00:00,Refinance,1,10,2023-06-26 00:00:00,2023-08-01 00:00:00,2033-07-01 00:00:00,22345000,22345000,22345000,0.0506,0.0490851,Actual/360,Interest Only,95530.05,0,0,120,117,120,3,L(27) D(86) O(7),2023-04-14 00:00:00,51100000,0.437,0.437,1.83,1.83,3604012.54,1458943.46,2145069.08,2101389.08,2023-06-30 00:00:00,3568071,1592449,1975622,1975622,2022-12-31 00:00:00,3337686,1073600,2264086,2188221,2021-12-31 00:00:00,2977585,961846,2015739,1992905,First Mortgage,Fee Simple,,,Springing,1988.4615384615386,,(i) Max combined LTV of 50.0% (ii) Min combined DSCR of 1.25x,,,0.017615731984021478,Replacement Reserve,3640,FREMF_2023-K160,,,,,,,95530.05,,No,No,Yes,,,,,,,,,,0.0015149000000000002,25.78754,-80.22052
1,Estelle Creek North,,4023 Block Drive,Irving,TX,75038,Dallas,Multifamily,Garden,1983,2018,224,79508.93,Units,0.933,2023-06-21 00:00:00,Refinance,1,10,2023-07-14 00:00:00,2023-09-01 00:00:00,2033-08-01 00:00:00,17810000,17810000,17810000,0.0512,0.0495851,Actual/360,Interest Only,77044.74,0,0,120,118,120,2,L(26) D(90) O(4),2023-05-15 00:00:00,30500000,0.584,0.584,1.57,1.57,3115286.99,1593820.21,1521466.78,1453818.78,2023-05-31 00:00:00,3017118,1554996,1462122,1462122,2022-12-31 00:00:00,2890069,1434862,1455207,1455207,2021-12-31 00:00:00,2577426,1307613,1269813,1269813,First Mortgage,Fee Simple,,,5637.33,1159,,"(i) Max combined LTV of 65.0% (ii) Min combined DSCR of 1.25x (iii) EGI of $3,208,746 and NOI of $1,497,433",,Group 1,0.01404055433588823,Insurance Reserve,,FREMF_2023-K160,,,,,,,77044.74,,No,No,Yes,,,,,,,,,,0.0016149000000000003,32.86281,-97.01402
1,Preston Villas,,17601 Preston Road,Dallas,TX,75252,Collin,Multifamily,Garden,1980,2020,176,95329.55,Units,0.949,2023-06-26 00:00:00,Refinance,1,10,2023-07-14 00:00:00,2023-09-01 00:00:00,2033-08-01 00:00:00,16778000,16778000,16778000,0.0512,0.0495851,Actual/360,Interest Only,72580.39,0,0,120,118,120,2,L(26) D(90) O(4),2023-05-16 00:00:00,29200000,0.575,0.575,1.57,1.57,2725431.03,1309911.33,1415519.7,1369583.7,2023-05-31 00:00:00,2650084,1259726,1390358,1390358,2022-12-31 00:00:00,2565333,1222907,1342426,1342426,2021-12-31 00:00:00,2410452,1108383,1302069,1302069,First Mortgage,Fee Simple,,,3828,1302.77,,"(i) Max combined LTV of 65.0% (ii) Min combined DSCR of 1.25x (iii) EGI of $2,807,194 and NOI of $1,410,671",,Group 1,0.013226974769653718,Insurance Reserve; Radon Remediation Reserve,,FREMF_2023-K160,,,,,,,72580.39,,No,No,Yes,,,,,,,,,,0.0016149000000000003,32.99102,-96.80148
1,Brighton Place,,357 East Corporate Drive,Lewisville,TX,75067,Denton,Multifamily,Garden,1983,2023,180,88005.56,Units,0.944,2023-07-05 00:00:00,Refinance,1,10,2023-07-14 00:00:00,2023-09-01 00:00:00,2033-08-01 00:00:00,15841000,15841000,15841000,0.0512,0.0495851,Actual/360,Interest Only,68526.99,0,0,120,118,120,2,L(26) D(90) O(4),2023-05-16 00:00:00,27300000,0.58,0.58,1.57,1.57,2688097,1350526.51,1337570.49,1293110.49,2023-05-31 00:00:00,2654807,1351861,1302946,1302946,2022-12-31 00:00:00,2520855,1294891,1225964,1225964,2021-12-31 00:00:00,2240478,1119850,1120628,1120628,First Mortgage,Fee Simple,,,3705,1262,,"(i) Max combined LTV of 65.0% (ii) Min combined DSCR of 1.25x (iii) EGI of $2,768,740 and NOI of $1,331,904",,Group 1,0.012488288671241183,Insurance Reserve; Radon Remediation Reserve,,FREMF_2023-K160,,,,,,,68526.99,,No,No,Yes,,,,,,,,,,0.0016149000000000003,33.01609,-96.98633
